acc_id_src,acc_id_dst,txn_id,datetime,amount
22,52,2207,2020-11-19 20:29:15,700
22,46,2208,2020-11-14 01:53:55,700
22,57,2209,2020-11-16 12:10:17,500
22,73,2210,2020-11-10 16:49:13,800
22,57,2211,2020-11-19 00:46:41,800
22,57,2212,2020-11-13 01:33:31,900
22,49,2213,2020-11-13 06:46:54,300
22,40,2214,2020-11-16 12:48:39,900
22,46,2215,2020-11-10 11:47:49,100
22,52,2216,2020-11-15 01:36:48,500
22,59,2217,2020-11-14 12:24:01,500
22,44,2218,2020-11-11 14:28:32,800
22,78,2219,2020-11-10 19:22:51,900
23,61,2300,2020-11-17 22:54:32,700
23,25,2301,2020-11-16 01:36:32,200
23,5,2302,2020-11-11 06:58:49,600
23,36,2303,2020-11-16 07:14:01,300
23,36,2304,2020-11-13 09:47:29,700
23,87,2305,2020-11-12 22:18:24,600
23,78,2306,2020-11-18 14:16:08,800
23,53,2307,2020-11-19 20:29:15,700
23,36,2308,2020-11-14 01:53:55,700
23,64,2309,2020-11-16 12:10:17,500
23,78,2310,2020-11-10 16:49:13,800
23,64,2311,2020-11-19 00:46:41,800
23,65,2312,2020-11-13 01:33:31,900
23,41,2313,2020-11-13 06:46:54,300
23,17,2314,2020-11-16 12:48:39,900
23,35,2315,2020-11-10 11:47:49,100
23,60,2316,2020-11-15 01:36:48,500
23,71,2317,2020-11-14 12:24:01,500
23,33,2318,2020-11-11 14:28:32,800
23,92,2319,2020-11-10 19:22:51,900
23,92,2320,2020-11-18 05:48:10,300
23,33,2321,2020-11-14 13:19:06,700
23,25,2322,2020-11-12 19:13:41,800
23,47,2323,2020-11-19 07:11:02,200
23,61,2324,2020-11-18 18:33:06,300
23,61,2325,2020-11-18 01:26:12,100
23,35,2326,2020-11-16 23:16:37,700
23,90,2327,2020-11-15 04:10:17,500
23,17,2328,2020-11-17 19:09:53,900
23,75,2329,2020-11-11 03:16:04,500
24,59,2400,2020-11-17 22:54:32,700
24,27,2401,2020-11-16 01:36:32,200
24,15,2402,2020-11-11 06:58:49,600
24,36,2403,2020-11-16 07:14:01,300
24,36,2404,2020-11-13 09:47:29,700
24,90,2405,2020-11-12 22:18:24,600
24,89,2406,2020-11-18 14:16:08,800
24,48,2407,2020-11-19 20:29:15,700
24,36,2408,2020-11-14 01:53:55,700
24,61,2409,2020-11-16 12:10:17,500
24,89,2410,2020-11-10 16:49:13,800
24,61,2411,2020-11-19 00:46:41,800
24,77,2412,2020-11-13 01:33:31,900
24,40,2413,2020-11-13 06:46:54,300
24,25,2414,2020-11-16 12:48:39,900
24,30,2415,2020-11-10 11:47:49,100
24,54,2416,2020-11-15 01:36:48,500
24,83,2417,2020-11-14 12:24:01,500
24,29,2418,2020-11-11 14:28:32,800
24,98,2419,2020-11-10 19:22:51,900
24,98,2420,2020-11-18 05:48:10,300
24,29,2421,2020-11-14 13:19:06,700
24,27,2422,2020-11-12 19:13:41,800
24,42,2423,2020-11-19 07:11:02,200
24,59,2424,2020-11-18 18:33:06,300
24,59,2425,2020-11-18 01:26:12,100
24,30,2426,2020-11-16 23:16:37,700
24,93,2427,2020-11-15 04:10:17,500
24,25,2428,2020-11-17 19:09:53,900
24,84,2429,2020-11-11 03:16:04,500
24,84,2430,2020-11-18 10:56:18,100
24,13,2431,2020-11-15 01:41:55,700
24,17,2432,2020-11-19 15:21:33,300
24,89,2433,2020-11-12 01:08:27,400
24,83,2434,2020-11-13 22:41:50,100
24,84,2435,2020-11-13 17:29:19,300
24,48,2436,2020-11-10 23:00:31,100
24,98,2437,2020-11-16 10:51:41,900
24,93,2438,2020-11-14 14:04:13,200
24,30,2439,2020-11-12 23:19:09,100
25,92,2500,2020-11-14 05:27:31,700
25,22,2501,2020-11-16 01:36:32,200
25,92,2502,2020-11-19 20:28:42,100
25,23,2503,2020-11-16 07:14:01,300
25,23,2504,2020-11-13 09:47:29,700
25,69,2505,2020-11-12 22:18:24,600
25,89,2506,2020-11-16 02:43:00,200
25,33,2507,2020-11-19 20:29:15,700
25,23,2508,2020-11-14 01:53:55,700
25,38,2509,2020-11-16 12:10:17,500
25,69,2510,2020-11-10 16:49:13,800
25,38,2511,2020-11-19 00:46:41,800
25,38,2512,2020-11-13 01:33:31,900
25,24,2513,2020-11-13 06:46:54,300
25,20,2514,2020-11-16 12:48:39,900
25,23,2515,2020-11-10 11:47:49,100
25,33,2516,2020-11-15 01:36:48,500
25,48,2517,2020-11-14 12:24:01,500
25,22,2518,2020-11-11 14:28:32,800
25,74,2519,2020-11-10 19:22:51,900
25,94,2520,2020-11-17 14:28:19,300
25,22,2521,2020-11-14 13:19:06,700
25,94,2522,2020-11-11 18:41:18,100
25,94,2523,2020-11-18 04:03:06,500
25,81,2524,2020-11-14 04:53:11,300
25,34,2525,2020-11-18 01:26:12,100
25,81,2526,2020-11-19 10:36:56,400
25,74,2527,2020-11-15 04:10:17,500
25,20,2528,2020-11-17 19:09:53,900
25,48,2529,2020-11-11 03:16:04,500
25,48,2530,2020-11-18 10:56:18,100
25,10,2531,2020-11-15 01:41:55,700
25,20,2532,2020-11-19 15:21:33,300
25,69,2533,2020-11-12 01:08:27,400
25,48,2534,2020-11-13 22:41:50,100
25,48,2535,2020-11-13 17:29:19,300
25,33,2536,2020-11-10 23:00:31,100
25,74,2537,2020-11-16 10:51:41,900
25,74,2538,2020-11-14 14:04:13,200
25,23,2539,2020-11-12 23:19:09,100
26,79,2600,2020-11-17 22:54:32,700
26,32,2601,2020-11-16 01:36:32,200
26,5,2602,2020-11-11 06:58:49,600
26,55,2603,2020-11-16 07:14:01,300
26,55,2604,2020-11-13 09:47:29,700
26,59,2605,2020-11-17 19:01:43,900
26,18,2606,2020-11-15 05:24:29,500
26,68,2607,2020-11-19 20:29:15,700
26,55,2608,2020-11-14 01:53:55,700
26,85,2609,2020-11-16 12:10:17,500
26,5,2610,2020-11-14 15:56:00,100
26,85,2611,2020-11-19 00:46:41,800
26,88,2612,2020-11-13 01:33:31,900
26,59,2613,2020-11-13 06:46:54,300
26,31,2614,2020-11-16 12:48:39,900
26,53,2615,2020-11-10 11:47:49,100
26,73,2616,2020-11-15 01:36:48,500
26,97,2617,2020-11-14 12:24:01,500
26,46,2618,2020-11-11 14:28:32,800
26,5,2619,2020-11-18 05:22:43,900
27,62,2700,2020-11-17 22:54:32,700
27,24,2701,2020-11-16 01:36:32,200
27,4,2702,2020-11-11 06:58:49,600
27,32,2703,2020-11-16 07:14:01,300
27,32,2704,2020-11-13 09:47:29,700
27,87,2705,2020-11-12 22:18:24,600
27,84,2706,2020-11-18 14:16:08,800
27,49,2707,2020-11-19 20:29:15,700
27,32,2708,2020-11-14 01:53:55,700
27,71,2709,2020-11-16 12:10:17,500
27,84,2710,2020-11-10 16:49:13,800
27,71,2711,2020-11-19 00:46:41,800
27,74,2712,2020-11-13 01:33:31,900
27,35,2713,2020-11-13 06:46:54,300
27,12,2714,2020-11-16 12:48:39,900
27,30,2715,2020-11-10 11:47:49,100
27,53,2716,2020-11-15 01:36:48,500
27,75,2717,2020-11-14 12:24:01,500
27,29,2718,2020-11-11 14:28:32,800
27,98,2719,2020-11-10 19:22:51,900
27,98,2720,2020-11-18 05:48:10,300
27,29,2721,2020-11-14 13:19:06,700
27,24,2722,2020-11-12 19:13:41,800
27,42,2723,2020-11-19 07:11:02,200
27,99,2724,2020-11-14 04:53:11,300
27,62,2725,2020-11-18 01:26:12,100
27,30,2726,2020-11-16 23:16:37,700
27,96,2727,2020-11-15 04:10:17,500
27,12,2728,2020-11-17 19:09:53,900
27,82,2729,2020-11-11 03:16:04,500
27,82,2730,2020-11-18 10:56:18,100
27,1,2731,2020-11-15 01:41:55,700
27,7,2732,2020-11-19 15:21:33,300
27,84,2733,2020-11-12 01:08:27,400
27,75,2734,2020-11-13 22:41:50,100
27,82,2735,2020-11-13 17:29:19,300
27,49,2736,2020-11-10 23:00:31,100
27,98,2737,2020-11-16 10:51:41,900
27,96,2738,2020-11-14 14:04:13,200
27,30,2739,2020-11-12 23:19:09,100
28,73,2800,2020-11-17 22:54:32,700
28,20,2801,2020-11-16 01:36:32,200
28,6,2802,2020-11-11 06:58:49,600
28,48,2803,2020-11-16 07:14:01,300
28,48,2804,2020-11-13 09:47:29,700
28,59,2805,2020-11-17 19:01:43,900
28,13,2806,2020-11-15 05:24:29,500
28,65,2807,2020-11-19 20:29:15,700
28,48,2808,2020-11-14 01:53:55,700
28,85,2809,2020-11-16 12:10:17,500
29,62,2900,2020-11-17 22:54:32,700
29,27,2901,2020-11-16 01:36:32,200
29,15,2902,2020-11-11 06:58:49,600
29,38,2903,2020-11-16 07:14:01,300
29,38,2904,2020-11-13 09:47:29,700
29,40,2905,2020-11-17 19:01:43,900
29,87,2906,2020-11-18 14:16:08,800
29,58,2907,2020-11-19 20:29:15,700
29,38,2908,2020-11-14 01:53:55,700
29,68,2909,2020-11-16 12:10:17,500
29,87,2910,2020-11-10 16:49:13,800
29,68,2911,2020-11-19 00:46:41,800
29,76,2912,2020-11-13 01:33:31,900
29,40,2913,2020-11-13 06:46:54,300
29,24,2914,2020-11-16 12:48:39,900
29,35,2915,2020-11-10 11:47:49,100
29,59,2916,2020-11-15 01:36:48,500
29,78,2917,2020-11-14 12:24:01,500
29,28,2918,2020-11-11 14:28:32,800
29,15,2919,2020-11-18 05:22:43,900
29,27,2920,2020-11-12 23:21:30,200
29,28,2921,2020-11-14 13:19:06,700
29,27,2922,2020-11-12 19:13:41,800
29,49,2923,2020-11-19 07:11:02,200
29,62,2924,2020-11-18 18:33:06,300
29,62,2925,2020-11-18 01:26:12,100
29,35,2926,2020-11-16 23:16:37,700
29,76,2927,2020-11-17 09:19:43,500
29,24,2928,2020-11-17 19:09:53,900
29,82,2929,2020-11-11 03:16:04,500
29,82,2930,2020-11-18 10:56:18,100
29,4,2931,2020-11-15 01:41:55,700
29,21,2932,2020-11-19 15:21:33,300
29,87,2933,2020-11-12 01:08:27,400
29,78,2934,2020-11-13 22:41:50,100
29,82,2935,2020-11-13 17:29:19,300
29,58,2936,2020-11-10 23:00:31,100
29,21,2937,2020-11-19 17:28:30,900
29,64,2938,2020-11-14 15:57:54,200
29,35,2939,2020-11-12 23:19:09,100
29,68,2940,2020-11-16 04:04:37,900
29,62,2941,2020-11-13 16:44:02,300
29,24,2942,2020-11-10 15:00:09,500
29,15,2943,2020-11-13 05:39:36,300
29,64,2944,2020-11-15 13:48:17,200
29,40,2945,2020-11-14 13:14:45,500
29,21,2946,2020-11-14 08:59:55,400
29,59,2947,2020-11-11 00:00:21,900
29,82,2948,2020-11-13 12:42:31,900
29,21,2949,2020-11-13 19:38:21,200
30,59,3000,2020-11-17 22:54:32,700
30,13,3001,2020-11-16 01:36:32,200
30,6,3002,2020-11-11 06:58:49,600
30,27,3003,2020-11-16 07:14:01,300
30,27,3004,2020-11-13 09:47:29,700
30,95,3005,2020-11-12 22:18:24,600
30,88,3006,2020-11-18 14:16:08,800
30,52,3007,2020-11-19 20:29:15,700
30,27,3008,2020-11-14 01:53:55,700
30,63,3009,2020-11-16 12:10:17,500
30,88,3010,2020-11-10 16:49:13,800
30,63,3011,2020-11-19 00:46:41,800
30,67,3012,2020-11-13 01:33:31,900
30,43,3013,2020-11-13 06:46:54,300
30,12,3014,2020-11-16 12:48:39,900
30,24,3015,2020-11-10 11:47:49,100
30,53,3016,2020-11-15 01:36:48,500
30,68,3017,2020-11-14 12:24:01,500
30,16,3018,2020-11-11 14:28:32,800
30,6,3019,2020-11-18 05:22:43,900
30,13,3020,2020-11-12 23:21:30,200
30,16,3021,2020-11-14 13:19:06,700
30,13,3022,2020-11-12 19:13:41,800
30,51,3023,2020-11-19 07:11:02,200
30,59,3024,2020-11-18 18:33:06,300
30,59,3025,2020-11-18 01:26:12,100
30,24,3026,2020-11-16 23:16:37,700
30,96,3027,2020-11-15 04:10:17,500
30,12,3028,2020-11-17 19:09:53,900
30,74,3029,2020-11-11 03:16:04,500
30,74,3030,2020-11-18 10:56:18,100
30,1,3031,2020-11-15 01:41:55,700
30,7,3032,2020-11-19 15:21:33,300
30,88,3033,2020-11-12 01:08:27,400
30,68,3034,2020-11-13 22:41:50,100
30,74,3035,2020-11-13 17:29:19,300
30,52,3036,2020-11-10 23:00:31,100
30,95,3037,2020-11-11 06:59:04,900
30,96,3038,2020-11-14 14:04:13,200
30,24,3039,2020-11-12 23:19:09,100
30,63,3040,2020-11-16 04:04:37,900
30,59,3041,2020-11-13 16:44:02,300
30,96,3042,2020-11-11 11:43:10,500
30,6,3043,2020-11-13 05:39:36,300
30,62,3044,2020-11-15 13:48:17,200
30,43,3045,2020-11-14 13:14:45,500
30,7,3046,2020-11-14 08:59:55,400
30,53,3047,2020-11-11 00:00:21,900
30,74,3048,2020-11-13 12:42:31,900
30,7,3049,2020-11-13 19:38:21,200
31,61,3100,2020-11-17 22:54:32,700
31,35,3101,2020-11-16 01:36:32,200
31,2,3102,2020-11-11 06:58:49,600
31,40,3103,2020-11-16 07:14:01,300
31,40,3104,2020-11-13 09:47:29,700
31,47,3105,2020-11-17 19:01:43,900
31,9,3106,2020-11-15 05:24:29,500
31,51,3107,2020-11-19 20:29:15,700
31,40,3108,2020-11-14 01:53:55,700
31,68,3109,2020-11-16 12:10:17,500
32,51,3200,2020-11-17 22:54:32,700
32,19,3201,2020-11-16 01:36:32,200
32,5,3202,2020-11-11 06:58:49,600
32,35,3203,2020-11-16 07:14:01,300
32,35,3204,2020-11-13 09:47:29,700
32,36,3205,2020-11-17 19:01:43,900
32,86,3206,2020-11-18 14:16:08,800
32,44,3207,2020-11-19 20:29:15,700
32,35,3208,2020-11-14 01:53:55,700
32,60,3209,2020-11-16 12:10:17,500
33,94,3300,2020-11-14 05:27:31,700
33,12,3301,2020-11-16 01:36:32,200
33,94,3302,2020-11-19 20:28:42,100
33,19,3303,2020-11-16 07:14:01,300
33,19,3304,2020-11-13 09:47:29,700
33,64,3305,2020-11-12 22:18:24,600
33,89,3306,2020-11-16 02:43:00,200
33,35,3307,2020-11-19 20:29:15,700
33,19,3308,2020-11-14 01:53:55,700
33,47,3309,2020-11-16 12:10:17,500
33,61,3310,2020-11-10 16:49:13,800
33,47,3311,2020-11-19 00:46:41,800
33,48,3312,2020-11-13 01:33:31,900
33,23,3313,2020-11-13 06:46:54,300
33,11,3314,2020-11-16 12:48:39,900
33,15,3315,2020-11-10 11:47:49,100
33,36,3316,2020-11-15 01:36:48,500
33,50,3317,2020-11-14 12:24:01,500
33,13,3318,2020-11-11 14:28:32,800
33,70,3319,2020-11-10 19:22:51,900
33,95,3320,2020-11-17 14:28:19,300
33,13,3321,2020-11-14 13:19:06,700
33,99,3322,2020-11-11 18:41:18,100
33,99,3323,2020-11-18 04:03:06,500
33,74,3324,2020-11-14 04:53:11,300
33,39,3325,2020-11-18 01:26:12,100
33,84,3326,2020-11-19 10:36:56,400
33,65,3327,2020-11-15 04:10:17,500
33,11,3328,2020-11-17 19:09:53,900
33,52,3329,2020-11-11 03:16:04,500
33,52,3330,2020-11-18 10:56:18,100
33,4,3331,2020-11-15 01:41:55,700
33,7,3332,2020-11-19 15:21:33,300
33,61,3333,2020-11-12 01:08:27,400
33,50,3334,2020-11-13 22:41:50,100
33,52,3335,2020-11-13 17:29:19,300
33,35,3336,2020-11-10 23:00:31,100
33,70,3337,2020-11-16 10:51:41,900
33,65,3338,2020-11-14 14:04:13,200
33,15,3339,2020-11-12 23:19:09,100
33,47,3340,2020-11-16 04:04:37,900
33,39,3341,2020-11-13 16:44:02,300
33,65,3342,2020-11-11 11:43:10,500
33,5,3343,2020-11-13 05:39:36,300
33,44,3344,2020-11-15 13:48:17,200
33,23,3345,2020-11-14 13:14:45,500
33,95,3346,2020-11-11 03:19:55,100
33,36,3347,2020-11-11 00:00:21,900
33,52,3348,2020-11-13 12:42:31,900
33,7,3349,2020-11-13 19:38:21,200
34,73,3400,2020-11-17 22:54:32,700
34,25,3401,2020-11-16 01:36:32,200
34,3,3402,2020-11-11 06:58:49,600
34,41,3403,2020-11-16 07:14:01,300
34,41,3404,2020-11-13 09:47:29,700
34,93,3405,2020-11-12 22:18:24,600
34,91,3406,2020-11-18 14:16:08,800
34,53,3407,2020-11-19 20:29:15,700
34,41,3408,2020-11-14 01:53:55,700
34,78,3409,2020-11-16 12:10:17,500
34,91,3410,2020-11-10 16:49:13,800
34,78,3411,2020-11-19 00:46:41,800
34,79,3412,2020-11-13 01:33:31,900
34,47,3413,2020-11-13 06:46:54,300
34,9,3414,2020-11-16 12:48:39,900
34,37,3415,2020-11-10 11:47:49,100
34,66,3416,2020-11-15 01:36:48,500
34,82,3417,2020-11-14 12:24:01,500
34,35,3418,2020-11-11 14:28:32,800
34,96,3419,2020-11-10 19:22:51,900
34,96,3420,2020-11-18 05:48:10,300
34,35,3421,2020-11-14 13:19:06,700
34,25,3422,2020-11-12 19:13:41,800
34,51,3423,2020-11-19 07:11:02,200
34,73,3424,2020-11-18 18:33:06,300
34,73,3425,2020-11-18 01:26:12,100
34,37,3426,2020-11-16 23:16:37,700
34,95,3427,2020-11-15 04:10:17,500
34,9,3428,2020-11-17 19:09:53,900
34,86,3429,2020-11-11 03:16:04,500
34,86,3430,2020-11-18 10:56:18,100
34,2,3431,2020-11-15 01:41:55,700
34,7,3432,2020-11-19 15:21:33,300
34,91,3433,2020-11-12 01:08:27,400
34,82,3434,2020-11-13 22:41:50,100
34,86,3435,2020-11-13 17:29:19,300
34,53,3436,2020-11-10 23:00:31,100
34,96,3437,2020-11-16 10:51:41,900
34,95,3438,2020-11-14 14:04:13,200
34,37,3439,2020-11-12 23:19:09,100
34,78,3440,2020-11-16 04:04:37,900
34,73,3441,2020-11-13 16:44:02,300
34,95,3442,2020-11-11 11:43:10,500
34,3,3443,2020-11-13 05:39:36,300
34,74,3444,2020-11-15 13:48:17,200
34,47,3445,2020-11-14 13:14:45,500
34,7,3446,2020-11-14 08:59:55,400
34,66,3447,2020-11-11 00:00:21,900
34,86,3448,2020-11-13 12:42:31,900
34,7,3449,2020-11-13 19:38:21,200
35,34,3500,2020-11-17 22:54:32,700
35,7,3501,2020-11-16 01:36:32,200
35,2,3502,2020-11-11 06:58:49,600
35,27,3503,2020-11-16 07:14:01,300
35,27,3504,2020-11-13 09:47:29,700
35,79,3505,2020-11-12 22:18:24,600
35,73,3506,2020-11-18 14:16:08,800
35,32,3507,2020-11-19 20:29:15,700
35,27,3508,2020-11-14 01:53:55,700
35,49,3509,2020-11-16 12:10:17,500
35,73,3510,2020-11-10 16:49:13,800
35,49,3511,2020-11-19 00:46:41,800
35,54,3512,2020-11-13 01:33:31,900
35,29,3513,2020-11-13 06:46:54,300
35,6,3514,2020-11-16 12:48:39,900
35,23,3515,2020-11-10 11:47:49,100
35,33,3516,2020-11-15 01:36:48,500
35,65,3517,2020-11-14 12:24:01,500
35,9,3518,2020-11-11 14:28:32,800
35,2,3519,2020-11-18 05:22:43,900
35,7,3520,2020-11-12 23:21:30,200
35,9,3521,2020-11-14 13:19:06,700
35,7,3522,2020-11-12 19:13:41,800
35,31,3523,2020-11-19 07:11:02,200
35,34,3524,2020-11-18 18:33:06,300
35,34,3525,2020-11-18 01:26:12,100
35,23,3526,2020-11-16 23:16:37,700
35,92,3527,2020-11-15 04:10:17,500
35,6,3528,2020-11-17 19:09:53,900
35,66,3529,2020-11-11 03:16:04,500
35,66,3530,2020-11-18 10:56:18,100
35,1,3531,2020-11-15 01:41:55,700
35,5,3532,2020-11-19 15:21:33,300
35,73,3533,2020-11-12 01:08:27,400
35,65,3534,2020-11-13 22:41:50,100
35,66,3535,2020-11-13 17:29:19,300
35,32,3536,2020-11-10 23:00:31,100
35,79,3537,2020-11-11 06:59:04,900
35,92,3538,2020-11-14 14:04:13,200
35,23,3539,2020-11-12 23:19:09,100
35,49,3540,2020-11-16 04:04:37,900
35,34,3541,2020-11-13 16:44:02,300
35,92,3542,2020-11-11 11:43:10,500
35,2,3543,2020-11-13 05:39:36,300
35,41,3544,2020-11-15 13:48:17,200
35,29,3545,2020-11-14 13:14:45,500
35,5,3546,2020-11-14 08:59:55,400
35,33,3547,2020-11-11 00:00:21,900
35,66,3548,2020-11-13 12:42:31,900
35,5,3549,2020-11-13 19:38:21,200
36,54,3600,2020-11-17 22:54:32,700
36,23,3601,2020-11-16 01:36:32,200
36,8,3602,2020-11-11 06:58:49,600
36,32,3603,2020-11-16 07:14:01,300
36,32,3604,2020-11-13 09:47:29,700
36,87,3605,2020-11-12 22:18:24,600
36,84,3606,2020-11-18 14:16:08,800
36,43,3607,2020-11-19 20:29:15,700
36,32,3608,2020-11-14 01:53:55,700
36,60,3609,2020-11-16 12:10:17,500
36,84,3610,2020-11-10 16:49:13,800
36,60,3611,2020-11-19 00:46:41,800
36,61,3612,2020-11-13 01:33:31,900
36,33,3613,2020-11-13 06:46:54,300
36,19,3614,2020-11-16 12:48:39,900
36,31,3615,2020-11-10 11:47:49,100
36,47,3616,2020-11-15 01:36:48,500
36,62,3617,2020-11-14 12:24:01,500
36,24,3618,2020-11-11 14:28:32,800
36,99,3619,2020-11-10 19:22:51,900
36,99,3620,2020-11-18 05:48:10,300
36,24,3621,2020-11-14 13:19:06,700
36,23,3622,2020-11-12 19:13:41,800
36,41,3623,2020-11-19 07:11:02,200
36,54,3624,2020-11-18 18:33:06,300
36,54,3625,2020-11-18 01:26:12,100
36,31,3626,2020-11-16 23:16:37,700
36,97,3627,2020-11-15 04:10:17,500
36,19,3628,2020-11-17 19:09:53,900
36,74,3629,2020-11-11 03:16:04,500
37,68,3700,2020-11-17 22:54:32,700
37,34,3701,2020-11-16 01:36:32,200
37,7,3702,2020-11-11 06:58:49,600
37,44,3703,2020-11-16 07:14:01,300
37,44,3704,2020-11-13 09:47:29,700
37,49,3705,2020-11-17 19:01:43,900
37,20,3706,2020-11-15 05:24:29,500
37,65,3707,2020-11-19 20:29:15,700
37,44,3708,2020-11-14 01:53:55,700
37,75,3709,2020-11-16 12:10:17,500
37,7,3710,2020-11-14 15:56:00,100
37,75,3711,2020-11-19 00:46:41,800
37,77,3712,2020-11-13 01:33:31,900
37,49,3713,2020-11-13 06:46:54,300
37,31,3714,2020-11-16 12:48:39,900
37,41,3715,2020-11-10 11:47:49,100
37,67,3716,2020-11-15 01:36:48,500
37,83,3717,2020-11-14 12:24:01,500
37,40,3718,2020-11-11 14:28:32,800
37,7,3719,2020-11-18 05:22:43,900
37,34,3720,2020-11-12 23:21:30,200
37,40,3721,2020-11-14 13:19:06,700
37,34,3722,2020-11-12 19:13:41,800
37,62,3723,2020-11-19 07:11:02,200
37,68,3724,2020-11-18 18:33:06,300
37,68,3725,2020-11-18 01:26:12,100
37,41,3726,2020-11-16 23:16:37,700
37,77,3727,2020-11-17 09:19:43,500
37,31,3728,2020-11-17 19:09:53,900
37,97,3729,2020-11-11 03:16:04,500
37,97,3730,2020-11-18 10:56:18,100
37,1,3731,2020-11-15 01:41:55,700
37,20,3732,2020-11-19 15:21:33,300
37,40,3733,2020-11-16 16:44:09,500
37,83,3734,2020-11-13 22:41:50,100
37,97,3735,2020-11-13 17:29:19,300
37,65,3736,2020-11-10 23:00:31,100
37,20,3737,2020-11-19 17:28:30,900
37,71,3738,2020-11-14 15:57:54,200
37,41,3739,2020-11-12 23:19:09,100
37,75,3740,2020-11-16 04:04:37,900
37,68,3741,2020-11-13 16:44:02,300
37,31,3742,2020-11-10 15:00:09,500
37,7,3743,2020-11-13 05:39:36,300
37,71,3744,2020-11-15 13:48:17,200
37,49,3745,2020-11-14 13:14:45,500
37,20,3746,2020-11-14 08:59:55,400
37,67,3747,2020-11-11 00:00:21,900
37,97,3748,2020-11-13 12:42:31,900
37,20,3749,2020-11-13 19:38:21,200
38,67,3800,2020-11-17 22:54:32,700
38,29,3801,2020-11-16 01:36:32,200
38,8,3802,2020-11-11 06:58:49,600
38,42,3803,2020-11-16 07:14:01,300
38,42,3804,2020-11-13 09:47:29,700
38,89,3805,2020-11-12 22:18:24,600
38,88,3806,2020-11-18 14:16:08,800
38,56,3807,2020-11-19 20:29:15,700
38,42,3808,2020-11-14 01:53:55,700
38,77,3809,2020-11-16 12:10:17,500
38,88,3810,2020-11-10 16:49:13,800
38,77,3811,2020-11-19 00:46:41,800
38,79,3812,2020-11-13 01:33:31,900
38,47,3813,2020-11-13 06:46:54,300
38,25,3814,2020-11-16 12:48:39,900
38,41,3815,2020-11-10 11:47:49,100
38,61,3816,2020-11-15 01:36:48,500
38,83,3817,2020-11-14 12:24:01,500
38,40,3818,2020-11-11 14:28:32,800
38,8,3819,2020-11-18 05:22:43,900
38,29,3820,2020-11-12 23:21:30,200
38,40,3821,2020-11-14 13:19:06,700
38,29,3822,2020-11-12 19:13:41,800
38,52,3823,2020-11-19 07:11:02,200
38,67,3824,2020-11-18 18:33:06,300
38,67,3825,2020-11-18 01:26:12,100
38,41,3826,2020-11-16 23:16:37,700
38,79,3827,2020-11-17 09:19:43,500
38,25,3828,2020-11-17 19:09:53,900
38,84,3829,2020-11-11 03:16:04,500
38,84,3830,2020-11-18 10:56:18,100
38,5,3831,2020-11-15 01:41:55,700
38,9,3832,2020-11-19 15:21:33,300
38,88,3833,2020-11-12 01:08:27,400
38,83,3834,2020-11-13 22:41:50,100
38,84,3835,2020-11-13 17:29:19,300
38,56,3836,2020-11-10 23:00:31,100
38,89,3837,2020-11-11 06:59:04,900
38,70,3838,2020-11-14 15:57:54,200
38,41,3839,2020-11-12 23:19:09,100
39,65,3900,2020-11-17 22:54:32,700
39,28,3901,2020-11-16 01:36:32,200
39,5,3902,2020-11-11 06:58:49,600
39,43,3903,2020-11-16 07:14:01,300
39,43,3904,2020-11-13 09:47:29,700
39,44,3905,2020-11-17 19:01:43,900
39,88,3906,2020-11-18 14:16:08,800
39,58,3907,2020-11-19 20:29:15,700
39,43,3908,2020-11-14 01:53:55,700
39,68,3909,2020-11-16 12:10:17,500
39,88,3910,2020-11-10 16:49:13,800
39,68,3911,2020-11-19 00:46:41,800
39,82,3912,2020-11-13 01:33:31,900
39,44,3913,2020-11-13 06:46:54,300
39,21,3914,2020-11-16 12:48:39,900
39,33,3915,2020-11-10 11:47:49,100
39,62,3916,2020-11-15 01:36:48,500
39,83,3917,2020-11-14 12:24:01,500
39,32,3918,2020-11-11 14:28:32,800
39,5,3919,2020-11-18 05:22:43,900
40,46,4000,2020-11-17 22:54:32,700
40,21,4001,2020-11-16 01:36:32,200
40,3,4002,2020-11-11 06:58:49,600
40,29,4003,2020-11-16 07:14:01,300
40,29,4004,2020-11-13 09:47:29,700
40,31,4005,2020-11-17 19:01:43,900
40,17,4006,2020-11-15 05:24:29,500
40,38,4007,2020-11-19 20:29:15,700
40,29,4008,2020-11-14 01:53:55,700
40,49,4009,2020-11-16 12:10:17,500
40,3,4010,2020-11-14 15:56:00,100
40,49,4011,2020-11-19 00:46:41,800
40,51,4012,2020-11-13 01:33:31,900
40,31,4013,2020-11-13 06:46:54,300
40,20,4014,2020-11-16 12:48:39,900
40,24,4015,2020-11-10 11:47:49,100
40,43,4016,2020-11-15 01:36:48,500
40,67,4017,2020-11-14 12:24:01,500
40,22,4018,2020-11-11 14:28:32,800
40,3,4019,2020-11-18 05:22:43,900
40,21,4020,2020-11-12 23:21:30,200
40,22,4021,2020-11-14 13:19:06,700
40,21,4022,2020-11-12 19:13:41,800
40,37,4023,2020-11-19 07:11:02,200
40,46,4024,2020-11-18 18:33:06,300
40,46,4025,2020-11-18 01:26:12,100
40,24,4026,2020-11-16 23:16:37,700
40,51,4027,2020-11-17 09:19:43,500
40,20,4028,2020-11-17 19:09:53,900
40,74,4029,2020-11-11 03:16:04,500
40,74,4030,2020-11-18 10:56:18,100
40,2,4031,2020-11-15 01:41:55,700
