form_id,interest_type,details,business_name,company_id,company_code,address,created
DPI-0058,Partnerships,Half Partnership,Kimberly Lawyers,ABN 46 317 150 125,,"71 Haig Court, Doncaster East, 3130",24-May-2022
DPI-0058,Share Holdings,Bluescope Steel Ltd,,,BSL,,24-May-2022
DPI-0058,Real Estate,Property Portfolio,,,,"37 Dirkala Avenue, Heathmont, 3135",24-May-2022
DPI-0058,Other Source of Income,Crochet Classes for Execs,James Events,ABN 42 389 414 773,,"71 Bay Trail, Mentone, 3194",24-May-2022
DPI-0058,Investments,790000 Family Investment,ATKINSON SELF MANAGED SUPERANNUATION FUND,ABN 45 374 774 544,,,24-May-2022
DPI-0059,Share Holdings,Tabcorp Holdings Ltd,,,TAH,,19-Feb-2021
DPI-0059,Other Assets,Morris Minor - Mnti,,,,,19-Feb-2021
DPI-0059,Directorships,Non-Executive Director,Cesar Cleaning,ABN 46 316 576 365,,"83 Laluma Street, Essendon, 3040",19-Feb-2021
DPI-0059,Directorships,Non-Executive Director,Alex Apparel,ABN 43 357 160 878,,"61 Kokoda Road, Williamstown, 3016",19-Feb-2021
DPI-0059,Real Estate,Owned Property for Rental,,,,"56 Richards Street, Coburg, 3058",19-Feb-2021
DPI-0060,Directorships,Director,Mary Clinic,ABN 47 384 405 272,,"24 Boundary Road, Dingley Village, 3172",08-Jun-2022
DPI-0060,Directorships,Non-Executive Director,Amanda Lawyers,ABN 43 311 447 799,,"67 Beauty Point Road, Research, 3113",08-Jun-2022
DPI-0060,Other Assets,1951 Penfolds Grange,,,,,08-Jun-2022
DPI-0061,Partnerships,Quarter Partnership,Jose Builders,ABN 44 379 589 591,,"38 Christies Road, Ravenhall, 3023",17-Jul-2021
DPI-0061,Real Estate,Property Portfolio,,,,"39 Phoenix Street, Sunshine North, 3020",17-Jul-2021
DPI-0061,Share Holdings,Coles Group Ltd��,,,COL,,17-Jul-2021
DPI-0062,Investments,890000 Long Term,THE TRUSTEE FOR EBENEZER SELF-MANAGED SUPER FUND,ABN 43 319 385 766,,,12-Mar-2022
DPI-0062,Directorships,Executive Director,Thomas Digital,ABN 45 400 298 800,,"68 Bushmans Way, South Morang, 3090",12-Mar-2022
DPI-0062,Investments,390000 Long Term,THE MANNING SELF MANAGED SUPER FUND,ABN 47 361 621 790,,,12-Mar-2022
DPI-0062,Share Holdings,Fisher & Paykel Healthcare Corporation Ltd,,,FPH,,12-Mar-2022
DPI-0062,Share Holdings,Stockland,,,SGP,,12-Mar-2022
DPI-0063,Other Source of Income,Crochet Classes for Execs,Ronald Hotel,ABN 46 345 649 637,,"87 Jolimont Road, Forest Hill, 3133",19-Apr-2022
DPI-0063,Other Assets,Morris Minor - Mnti,,,,,19-Apr-2022
DPI-0063,Other Assets,1951 Penfolds Grange,,,,,19-Apr-2022
DPI-0063,Partnerships,25% Partnership,Chris Lawyers,ABN 47 393 455 339,,"112 Mulberry Parade, Heidelberg West, 3081",19-Apr-2022
DPI-0063,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Pfizer Pharma,,,,19-Apr-2022
DPI-0064,Other Assets,Singer Sewing Machine,,,,,06-Apr-2021
DPI-0064,Partnerships,Half Partnership,Joseph Digital,ABN 47 310 480 747,,"55 Flora Road, Donvale, 3111",06-Apr-2021
DPI-0064,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Pfizer Pharma,,,,06-Apr-2021
DPI-0065,Directorships,Non-Executive Director,Ryan Apparel,ABN 45 335 745 488,,"74 Blue Lake Circuit, Plenty, 3082",12-Nov-2021
DPI-0065,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Purdue Pharma,,,,12-Nov-2021
DPI-0065,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,12-Nov-2021
DPI-0066,Share Holdings,Seek Ltd,,,SEK,,24-Aug-2021
DPI-0066,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Astra Pharma,,,,24-Aug-2021
DPI-0066,Other Source of Income,Puppet Stand at Local Farmers Market,Scott Property,ABN 48 304 420 514,,"100 Victoria Drive, Thomastown, 3060",24-Aug-2021
DPI-0067,Real Estate,Property Portfolio,,,,"114 Heard Avenue, Plenty, 3090",25-Aug-2021
DPI-0067,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,GlaxoSmithKline,,,,25-Aug-2021
DPI-0067,Partnerships,Quarter Partnership,Andrew Finance,ABN 42 371 684 433,,"57 Allendale Road, Research, 3095",25-Aug-2021
DPI-0067,Share Holdings,Fisher & Paykel Healthcare Corporation Ltd,,,FPH,,25-Aug-2021
DPI-0068,Investments,140000 Family Investment,The Trustee for STECHER SELF MANAGED SUPER,ABN 46 350 736 329,,,19-Jun-2021
DPI-0068,Trusts/Nominees,Family Trust,Joseph Builders,,,,19-Jun-2021
DPI-0068,Directorships,Executive Director,Gabriel Digital,ABN 46 363 785 828,,"43 Jenny Rd, Point Cook, 3030",19-Jun-2021
DPI-0069,Partnerships,Quarter Partnership,Karen Computers,ABN 46 388 106 109,,"107 Barkly Close, Brunswick, 3037",06-May-2021
DPI-0069,Real Estate,Property Portfolio,,,,"83 Smiley Crescent, Essendon West, 3034",06-May-2021
DPI-0069,Directorships,Non-Executive Director,Carol Lawyers,ABN 42 372 707 387,,"62 Candy Crescent, Braybrook, 3019",06-May-2021
DPI-0069,Trusts/Nominees,Business Trust,Richard Physiotherapy,,,,06-May-2021
DPI-0069,Other Source of Income,Crochet Classes for Execs,Richard Physiotherapy,ABN 47 326 771 456,,"98 Jasper Road, McKinnon, 3204",06-May-2021
DPI-0070,Other Assets,1951 Penfolds Grange,,,,,06-Feb-2022
DPI-0070,Partnerships,25% Partnership,William Finance,ABN 42 385 674 247,,"20 Larter Court, Wantirna South, 3152",06-Feb-2022
DPI-0070,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,06-Feb-2022
DPI-0071,Other Source of Income,Crochet Classes for Execs,Sarah Accounting,ABN 45 340 804 343,,"97 Tenth Avenue, Carlton North, 3054",08-Jan-2022
DPI-0071,Directorships,Non-Executive Director,Brandi Apparel,ABN 46 324 412 151,,"78 Somerton Road, Greenvale, 3059",08-Jan-2022
DPI-0071,Partnerships,Quarter Partnership,Jose Builders,ABN 44 379 589 591,,"38 Christies Road, Ravenhall, 3023",08-Jan-2022
DPI-0071,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,GlaxoSmithKline,,,,08-Jan-2022
DPI-0072,Trusts/Nominees,Business Nominee,Sarah Accounting,,,,06-Dec-2021
DPI-0072,Trusts/Nominees,Business Trust,Steven Hotel,,,,06-Dec-2021
DPI-0072,Share Holdings,QBE Insurance Group Ltd,,,QBE,,06-Dec-2021
DPI-0072,Real Estate,Property Portfolio,,,,"42 Little Berry Street, Yarraville, 3013",06-Dec-2021
DPI-0073,Share Holdings,Auckland International Airport Ltd,,,AIA,,12-Feb-2021
DPI-0073,Trusts/Nominees,Business Trust,Joseph Digital,,,,12-Feb-2021
DPI-0073,Other Assets,Morris Minor - Mnti,,,,,12-Feb-2021
DPI-0073,Real Estate,Property Portfolio,,,,"38 Christies Road, Ravenhall, 3023",12-Feb-2021
DPI-0074,Other Source of Income,Puppet Stand at Local Farmers Market,Michael Hotel,ABN 46 325 766 730,,"38 Fuge Street, Highett, 3188",07-Aug-2021
DPI-0074,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,07-Aug-2021
DPI-0074,Real Estate,Property Portfolio,,,,"43 Jenny Rd, Point Cook, 3030",07-Aug-2021
DPI-0074,Other Assets,1951 Penfolds Grange,,,,,07-Aug-2021
DPI-0075,Other Assets,John Deere Historical Tractor,,,,,26-Jul-2021
DPI-0075,Trusts/Nominees,Business Trust,Karen Computers,,,,26-Jul-2021
DPI-0075,Real Estate,Rental Property,,,,"77 Main Street, Greensborough, 3088",26-Jul-2021
DPI-0075,Real Estate,Owned Property for Rental,,,,"98 Jasper Road, McKinnon, 3204",26-Jul-2021
DPI-0075,Other Assets,1951 Penfolds Grange,,,,,26-Jul-2021
DPI-0076,Directorships,Non-Executive Director,Matthew Gardening,ABN 48 327 378 235,,"78 Outlook Drive, Eaglemont, 3079",11-Mar-2022
DPI-0076,Partnerships,Half Partnership,Jose Finance,ABN 45 318 829 567,,"35 Mona Place, South Yarra, 3141",11-Mar-2022
DPI-0076,Investments,160000 Long Term,THE TRUSTEE FOR THE KERR SELF MANAGED FUND,ABN 43 399 724 727,,,11-Mar-2022
DPI-0077,Directorships,Non-Executive Director,Lauren Finance,ABN 43 319 385 766,,"26 Rosto Court, Tullamarine, 3045",17-Jun-2021
DPI-0077,Investments,790000 Family Investment,The Trustee for West Super Managed Fund,ABN 47 312 269 347,,,17-Jun-2021
DPI-0077,Real Estate,Rental Property,,,,"121 Brunton Avenue, East Melbourne, 3002",17-Jun-2021
DPI-0077,Other Source of Income,Spouse Income from Employer,Laura Clinic,ABN 42 309 583 387,,"56 Richards Street, Coburg, 3058",17-Jun-2021
DPI-0078,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,23-Sep-2021
DPI-0078,Directorships,Non-Executive Director,Christine Digital,ABN 43 391 498 897,,"20 Melaleuca Close, Hillside, 3037",23-Sep-2021
DPI-0078,Real Estate,Owned Property for Rental,,,,"62 Kingston Boulevard, Brunswick, 3029",23-Sep-2021
DPI-0078,Directorships,Executive Director,Stephanie Finance,ABN 42 341 567 697,,"86 Champion Road, Williamstown North, 3016",23-Sep-2021
DPI-0078,Trusts/Nominees,Business Nominee,Michael Hotel,,,,23-Sep-2021
DPI-0079,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Johnson & Johnson,,,,13-Jun-2021
DPI-0079,Real Estate,Property Portfolio,,,,"108 Ross Road, Altona North, 3025",13-Jun-2021
DPI-0079,Partnerships,Quarter Partnership,Katherine Lawyers,ABN 43 305 792 134,,"48 Ballantyne Street, Burwood East, 3151",13-Jun-2021
DPI-0080,Investments,190000 Family Investment,The Trustee for VIKAVAS SELF MANAGED FUND,ABN 45 349 357 654,,,13-Mar-2022
DPI-0080,Trusts/Nominees,Business Nominee,Alexis Finance,,,,13-Mar-2022
DPI-0080,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,13-Mar-2022
DPI-0081,Other Source of Income,Spouse Income from Employer,Nicole Services,ABN 41 353 692 664,,"47 Riverside Track, South Morang, 3090",18-Feb-2022
DPI-0081,Share Holdings,Coles Group Ltd��,,,COL,,18-Feb-2022
DPI-0081,Other Assets,Singer Sewing Machine,,,,,18-Feb-2022
DPI-0081,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,18-Feb-2022
DPI-0081,Partnerships,Quarter Partnership,Kari Hotel,ABN 42 332 235 727,,"60 Terminal Drive, Melbourne Airport, 3045",18-Feb-2022
DPI-0082,Share Holdings,Seek Ltd,,,SEK,,17-Jan-2022
DPI-0082,Partnerships,Quarter Partnership,Rachel Accounting,ABN 47 346 628 832,,"32 Main Yarra Trail Capital City Trail, Burnley, 3121",17-Jan-2022
DPI-0082,Share Holdings,REA Group Ltd,,,REA,,17-Jan-2022
DPI-0082,Share Holdings,BHP Group Ltd,,,BHP,,17-Jan-2022
DPI-0083,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Pfizer Pharma,,,,07-Jun-2022
DPI-0083,Trusts/Nominees,Business Trust,Michael Clinic,,,,07-Jun-2022
DPI-0083,Directorships,Executive Director,Amanda Lawyers,ABN 43 311 447 799,,"67 Beauty Point Road, Research, 3113",07-Jun-2022
DPI-0083,Real Estate,Owned Property for Rental,,,,"108 Ross Road, Altona North, 3025",07-Jun-2022
DPI-0083,Partnerships,Half Partnership,Patrick Apparel,ABN 48 339 691 515,,"123 Orbital Drive, Kealba, 3021",07-Jun-2022
DPI-0084,Other Source of Income,Exec Mentoring,Julie Apparel,ABN 42 398 293 588,,"36 Napier Street, South Melbourne, 3205",08-Mar-2022
DPI-0084,Partnerships,25% Partnership,Scott Property,ABN 48 304 420 514,,"100 Victoria Drive, Thomastown, 3060",08-Mar-2022
DPI-0084,Real Estate,Owned Property for Rental,,,,"78 Outlook Drive, Eaglemont, 3079",08-Mar-2022
DPI-0085,Trusts/Nominees,Business Nominee,Brandi Apparel,,,,14-Jun-2022
DPI-0085,Other Assets,Singer Sewing Machine,,,,,14-Jun-2022
DPI-0085,Directorships,Executive Director,Matthew Lawyers,ABN 43 360 354 182,,"32 Mirabella Drive, Tullamarine, 3045",14-Jun-2022
DPI-0085,Share Holdings,Afterpay Ltd,,,APT,,14-Jun-2022
DPI-0086,Directorships,Director,Russell Lawyers,ABN 45 381 409 477,,"102 Disney Street, Fawkner, 3060",15-Mar-2022
DPI-0086,Investments,640000 Investment,The Trustee for EJJ MANAGED SUPER FUND,ABN 43 323 584 552,,,15-Mar-2022
DPI-0086,Other Source of Income,Puppet Stand at Local Farmers Market,Matthew Gardening,ABN 48 327 378 235,,"78 Outlook Drive, Eaglemont, 3079",15-Mar-2022
DPI-0086,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,15-Mar-2022
DPI-0087,Directorships,Non-Executive Director,Ryan Builders,ABN 46 321 575 688,,"84 Kinnear Street, Footscray, 3011",13-May-2022
DPI-0087,Trusts/Nominees,Family Trust,Brandi Apparel,,,,13-May-2022
DPI-0087,Share Holdings,TPG Telecom Ltd,,,TPG,,13-May-2022
DPI-0088,Other Source of Income,Spouse Income from Employer,Patrick Apparel,ABN 48 339 691 515,,"123 Orbital Drive, Kealba, 3021",21-Jun-2021
DPI-0088,Other Assets,John Deere Historical Tractor,,,,,21-Jun-2021
DPI-0088,Trusts/Nominees,Business Nominee,Cindy Clinic,,,,21-Jun-2021
DPI-0088,Share Holdings,Scentre Group,,,SCG,,21-Jun-2021
DPI-0088,Partnerships,Quarter Partnership,William Physiotherapy,ABN 46 313 472 590,,"77 Bridgewater Terrace, Caroline Springs, 3023",21-Jun-2021
DPI-0089,Other Source of Income,Puppet Stand at Local Farmers Market,Joel Clinic,ABN 42 334 277 307,,"24 Yarra Flats Entry Road, Eaglemont, 3084",20-Feb-2022
DPI-0089,Directorships,Non-Executive Director,Zachary Digital,ABN 43 323 584 552,,"108 Ross Road, Altona North, 3025",20-Feb-2022
DPI-0089,Other Assets,John Deere Historical Tractor,,,,,20-Feb-2022
DPI-0089,Trusts/Nominees,Family Trust,Alexandra Builders,,,,20-Feb-2022
DPI-0089,Real Estate,Owned Property for Rental,,,,"112 Calder Freeway, Keilor, 3036",20-Feb-2022
DPI-0090,Trusts/Nominees,Business Trust,Barbara Cleaning,,,,04-Apr-2021
DPI-0090,Real Estate,Owned Property for Rental,,,,"108 Ross Road, Altona North, 3025",04-Apr-2021
DPI-0090,Other Assets,John Deere Historical Tractor,,,,,04-Apr-2021
DPI-0090,Other Source of Income,Spouse Income from Employer,Nancy Management,ABN 42 383 612 748,,"77 Main Street, Greensborough, 3088",04-Apr-2021
DPI-0090,Directorships,Executive Director,Jose Finance,ABN 45 318 829 567,,"35 Mona Place, South Yarra, 3141",04-Apr-2021
DPI-0091,Trusts/Nominees,Business Nominee,Cesar Cleaning,,,,12-Apr-2022
DPI-0091,Real Estate,Property Portfolio,,,,"20 Melaleuca Close, Hillside, 3037",12-Apr-2022
DPI-0091,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Astra Pharma,,,,12-Apr-2022
DPI-0091,Share Holdings,Suncorp Group Ltd��,,,SUN,,12-Apr-2022
DPI-0092,Other Source of Income,Crochet Classes for Execs,Zachary Digital,ABN 43 323 584 552,,"108 Ross Road, Altona North, 3025",24-Dec-2021
DPI-0092,Other Assets,John Deere Historical Tractor,,,,,24-Dec-2021
DPI-0092,Other Source of Income,Puppet Stand at Local Farmers Market,Alexandra Builders,ABN 46 382 880 578,,"122 Ajax Street, Truganina, 3029",24-Dec-2021
DPI-0093,Partnerships,Half Partnership,Jean Accounting,ABN 46 362 768 601,,"82 Modal Place, Altona, 3018",02-Mar-2021
DPI-0093,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,02-Mar-2021
DPI-0093,Other Source of Income,Crochet Classes for Execs,Jennifer Management,ABN 42 322 548 809,,"62 Kingston Boulevard, Brunswick, 3029",02-Mar-2021
DPI-0093,Real Estate,Owned Property for Rental,,,,"122 Ajax Street, Truganina, 3029",02-Mar-2021
DPI-0093,Directorships,Director,Christine Digital,ABN 43 391 498 897,,"20 Melaleuca Close, Hillside, 3037",02-Mar-2021
DPI-0094,Share Holdings,Mirvac Group��,,,MGR,,16-Sep-2021
DPI-0094,Other Source of Income,Exec Mentoring,Linda Property,ABN 47 361 621 790,,"23 Carnsworth Avenue, Kew, 3101",16-Sep-2021
DPI-0094,Directorships,Non-Executive Director,Jennifer Management,ABN 42 322 548 809,,"62 Kingston Boulevard, Brunswick, 3029",16-Sep-2021
DPI-0094,Real Estate,Rental Property,,,,"45 Burnet Trail, Kew, 3067",16-Sep-2021
DPI-0094,Investments,160000 Family Investment,MULLEYCHANG SELF MANAGED SUPERANNUATION FUND,ABN 48 339 691 515,,,16-Sep-2021
DPI-0095,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,GlaxoSmithKline,,,,13-Jan-2022
DPI-0095,Other Source of Income,Exec Mentoring,Nicole Services,ABN 41 353 692 664,,"47 Riverside Track, South Morang, 3090",13-Jan-2022
DPI-0095,Investments,70000 Investment,MAJEDI SELF MANAGED SUPERANNUATION FUND,ABN 42 341 567 697,,,13-Jan-2022
DPI-0095,Trusts/Nominees,Business Nominee,Tracy Physiotherapy,,,,13-Jan-2022
DPI-0095,Investments,210000 Long Term,The Trustee for Sri Managed Super Fund,ABN 47 320 810 296,,,13-Jan-2022
DPI-0096,Directorships,Executive Director,Richard Physiotherapy,ABN 47 326 771 456,,"98 Jasper Road, McKinnon, 3204",30-Sep-2021
DPI-0096,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Astra Pharma,,,,30-Sep-2021
DPI-0096,Share Holdings,Magellan Global Fund (Open Class) (Managed Fund),,,MGO,,30-Sep-2021
DPI-0096,Partnerships,Half Partnership,Alexis Finance,ABN 43 330 750 303,,"78 Bannons Lane North, Doreen, 3091",30-Sep-2021
DPI-0096,Other Source of Income,Exec Mentoring,Maria Consulting,ABN 47 320 810 296,,"112 Calder Freeway, Keilor, 3036",30-Sep-2021
DPI-0097,Trusts/Nominees,Business Trust,Kimberly Lawyers,,,,28-May-2022
DPI-0097,Directorships,Director,Jared Builders,ABN 47 328 550 156,,"37 Dirkala Avenue, Heathmont, 3135",28-May-2022
DPI-0097,Directorships,Executive Director,Michael Clinic,ABN 43 369 376 360,,"39 Phoenix Street, Sunshine North, 3020",28-May-2022
DPI-0098,Investments,200000 Long Term,THE TRUSTEE FOR KAYMI SELF MANAGED FUNDR,ABN 41 347 279 364,,,21-May-2022
DPI-0098,Partnerships,25% Partnership,Karen Computers,ABN 46 388 106 109,,"107 Barkly Close, Brunswick, 3037",21-May-2022
DPI-0098,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,GlaxoSmithKline,,,,21-May-2022
DPI-0099,Directorships,Director,Monica Finance,ABN 47 315 872 738,,"27 Duncans Road, Werribee South, 3030",15-May-2021
DPI-0099,Trusts/Nominees,Business Trust,Alexis Finance,,,,15-May-2021
DPI-0099,Trusts/Nominees,Family Trust,Joshua Property,,,,15-May-2021
DPI-0099,Other Source of Income,Spouse Income from Employer,Barbara Cleaning,ABN 42 359 586 265,,"100 Calendula Circuit, Epping, 3082",15-May-2021
DPI-0100,Real Estate,Owned Property for Rental,,,,"74 Blue Lake Circuit, Plenty, 3082",12-Feb-2022
DPI-0100,Other Source of Income,Spouse Income from Employer,Arthur Lawyers,ABN 42 368 492 317,,"95 The Crescent, Port Melbourne, 3207",12-Feb-2022
DPI-0100,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,12-Feb-2022
DPI-0101,Investments,130000 Investment,SLATTERY SELF MANAGED FUND,ABN 45 374 774 544,,,03-Jun-2022
DPI-0101,Partnerships,Quarter Partnership,Joseph Builders,ABN 47 312 269 347,,"71 Collard Drive, Diamond Creek, 3096",03-Jun-2022
DPI-0101,Partnerships,Quarter Partnership,Arthur Lawyers,ABN 42 368 492 317,,"95 The Crescent, Port Melbourne, 3207",03-Jun-2022
DPI-0102,Other Assets,1951 Penfolds Grange,,,,,31-Oct-2021
DPI-0102,Investments,740000 Family Investment,The trustee for MAKOKOU SELF MANAGED FUND,ABN 45 318 829 567,,,31-Oct-2021
DPI-0102,Other Assets,1951 Penfolds Grange,,,,,31-Oct-2021
DPI-0103,Real Estate,Owned Property for Rental,,,,"71 Bay Trail, Mentone, 3194",16-May-2021
DPI-0103,Share Holdings,BHP Group Ltd,,,BHP,,16-May-2021
DPI-0103,Investments,110000 Investment,THE ENDACOTT SELF MANAGED SUPER FUND,ABN 43 302 758 581,,,16-May-2021
DPI-0103,Investments,670000 Long Term,LAUREMM SELF MANAGED SUPER FUND,ABN 45 303 156 248,,,16-May-2021
DPI-0104,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Astra Pharma,,,,04-Mar-2022
DPI-0104,Partnerships,25% Partnership,Sarah Lawyers,ABN 45 336 398 139,,"47 Christies Road, Ravenhall, 3023",04-Mar-2022
DPI-0104,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Purdue Pharma,,,,04-Mar-2022
DPI-0104,Share Holdings,Stockland,,,SGP,,04-Mar-2022
DPI-0104,Investments,800000 Investment,ROZLEX SELF MANAGED SUPERANNUATION FUND,ABN 42 386 592 614,,,04-Mar-2022
DPI-0105,Trusts/Nominees,Family Trust,Richard Clinic,,,,11-Feb-2021
DPI-0105,Trusts/Nominees,Business Trust,Stephanie Finance,,,,11-Feb-2021
DPI-0105,Share Holdings,Wisetech Global Ltd,,,WTC,,11-Feb-2021
DPI-0105,Trusts/Nominees,Family Trust,Kevin Clinic,,,,11-Feb-2021
DPI-0105,Partnerships,Half Partnership,Justin Property,ABN 45 373 645 203,,"112 Rowe Street, Maribyrnong, 3011",11-Feb-2021
DPI-0106,Partnerships,Quarter Partnership,Christie Property,ABN 45 349 357 654,,"85 Newsom Street, Ascot Vale, 3032",09-Jan-2022
DPI-0106,Trusts/Nominees,Family Trust,Nicholas Computers,,,,09-Jan-2022
DPI-0106,Directorships,Non-Executive Director,Richard Physiotherapy,ABN 47 326 771 456,,"98 Jasper Road, McKinnon, 3204",09-Jan-2022
DPI-0106,Real Estate,Rental Property,,,,"78 Outlook Drive, Eaglemont, 3079",09-Jan-2022
DPI-0107,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Purdue Pharma,,,,16-May-2021
DPI-0107,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,16-May-2021
DPI-0107,Other Source of Income,Crochet Classes for Execs,Nancy Management,ABN 42 383 612 748,,"77 Main Street, Greensborough, 3088",16-May-2021
DPI-0107,Investments,140000 Long Term,THE MANNING SELF MANAGED SUPER FUND,ABN 44 378 482 301,,,16-May-2021
DPI-0108,Investments,750000 Family Investment,The Trustee for Hunter Managed Super Fund,ABN 44 379 589 591,,,23-Mar-2021
DPI-0108,Share Holdings,Transurban Group,,,TCL,,23-Mar-2021
DPI-0108,Share Holdings,Coles Group Ltd��,,,COL,,23-Mar-2021
DPI-0109,Real Estate,Rental Property,,,,"121 Peronne Street, Pascoe Vale South, 3044",18-May-2021
DPI-0109,Other Source of Income,Exec Mentoring,Jacob Physiotherapy,ABN 44 352 560 555,,"73 Ellesmere Parade, Rosanna, 3084",18-May-2021
DPI-0109,Trusts/Nominees,Business Nominee,Jean Accounting,,,,18-May-2021
DPI-0109,Share Holdings,Newcrest Mining Ltd,,,NCM,,18-May-2021
DPI-0109,Share Holdings,Brambles Ltd,,,BXB,,18-May-2021
DPI-0110,Directorships,Non-Executive Director,James Events,ABN 42 389 414 773,,"71 Bay Trail, Mentone, 3194",06-Dec-2021
DPI-0110,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,06-Dec-2021
DPI-0110,Partnerships,Half Partnership,Tracy Physiotherapy,ABN 45 307 376 146,,"44 Bunting Road, Brooklyn, 3025",06-Dec-2021
DPI-0111,Partnerships,Half Partnership,Alexis Finance,ABN 43 330 750 303,,"78 Bannons Lane North, Doreen, 3091",21-Mar-2021
DPI-0111,Directorships,Director,Russell Lawyers,ABN 45 381 409 477,,"102 Disney Street, Fawkner, 3060",21-Mar-2021
DPI-0111,Other Assets,Singer Sewing Machine,,,,,21-Mar-2021
DPI-0111,Other Assets,John Deere Historical Tractor,,,,,21-Mar-2021
DPI-0112,Real Estate,Rental Property,,,,"85 Newsom Street, Ascot Vale, 3032",26-Jun-2021
DPI-0112,Directorships,Non-Executive Director,Monica Finance,ABN 47 315 872 738,,"27 Duncans Road, Werribee South, 3030",26-Jun-2021
DPI-0112,Investments,480000 Family Investment,The Trustee for Stirling Managed Super Fund,ABN 45 400 298 800,,,26-Jun-2021
DPI-0113,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Pfizer Pharma,,,,15-Sep-2021
DPI-0113,Other Source of Income,Puppet Stand at Local Farmers Market,Jessica Clinic,ABN 42 386 592 614,,"89 Boundary Road, Laverton North, 3026",15-Sep-2021
DPI-0113,Other Assets,Morris Minor - Mnti,,,,,15-Sep-2021
DPI-0113,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Pfizer Pharma,,,,15-Sep-2021
DPI-0114,Investments,890000 Family Investment,THE TRUSTEE FOR HUME MANAGED SUPER FUND 8,ABN 43 330 750 303,,,13-Feb-2022
DPI-0114,Other Source of Income,Spouse Income from Employer,Robert Clinic,ABN 43 387 299 747,,"114 Heard Avenue, Plenty, 3090",13-Feb-2022
DPI-0114,Directorships,Executive Director,Zachary Lawyers,ABN 44 397 380 528,,"51 Lawson Street, Oakleigh East, 3800",13-Feb-2022
DPI-0114,Share Holdings,RIO Tinto Ltd,,,RIO,,13-Feb-2022
DPI-0114,Real Estate,Owned Property for Rental,,,,"74 Highview Grove, Burwood East, 3151",13-Feb-2022
DPI-0115,Directorships,Director,Andrew Finance,ABN 42 371 684 433,,"57 Allendale Road, Research, 3095",07-Apr-2021
DPI-0115,Trusts/Nominees,Business Nominee,Cesar Cleaning,,,,07-Apr-2021
DPI-0115,Investments,430000 Long Term,HOLTHAM SELF MANAGED SUPER FUND,ABN 42 359 586 265,,,07-Apr-2021
DPI-0115,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,07-Apr-2021
DPI-0116,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,GlaxoSmithKline,,,,24-Apr-2022
DPI-0116,Directorships,Director,Mason Builders,ABN 41 329 128 864,,"70 Barwon Court, Clayton South, 3169",24-Apr-2022
DPI-0116,Investments,90000 Investment,SMITH SELF MANAGED SUPERANNUATION FUND,ABN 45 301 598 208,,,24-Apr-2022
DPI-0116,Share Holdings,CSL Ltd,,,CSL,,24-Apr-2022
DPI-0117,Real Estate,Rental Property,,,,"48 Ballantyne Street, Burwood East, 3151",16-Aug-2021
DPI-0117,Other Source of Income,Exec Mentoring,Kimberly Apparel,ABN 42 366 780 774,,"123 Hopetoun Avenue, Reservoir, 3072",16-Aug-2021
DPI-0117,Directorships,Executive Director,Scott Property,ABN 48 304 420 514,,"100 Victoria Drive, Thomastown, 3060",16-Aug-2021
